name,phone,website,city,state,description,services_confirmed,roadside_confirmed,open_24_7_confirmed,response_time,service_area,truck_classes,brands_certs,fleet_cards,emergency_phone,still_real_truck_shop,data_confidence
Barbour's Towing & Truck Repair,+1 919-790-3827,https://barbourstowing.com/,Raleigh,NC,Top-Rated Towing in Raleigh NC | Barbour's Towing & Truck Repair Skip to content HomeServices Heavy Duty TowingOff Road RecoveryTruck RepairMedium Dut...,"roadside,engine,tire,trailer,rv",yes,yes,,,,,,(919) 790-3827,yes,high
Benchmark Autoworks,+1 919-664-8009,http://www.benchmarkautoworks.com/,Raleigh,NC,"Benchmark Autoworks - Auto Repair, Auto Maintenance 227 West Davie Street, Raleigh, North Carolina 27601, United States(919) 664-8009(919) 664-8009Hom...","engine,cooling,tire,rv,brakes",yes,no,,,,,,(919) 664-8009,yes,high
Black's Tire & Auto Service,+1 919-872-8800,https://www.blackstire.com/Contact/Contact-A-Location/Mode/28/4201-Capital-Blvd-Raleigh-NC-27604/details,Raleigh,NC,"Raleigh, NC Location information - Black's Tire And Auto Service Choose Your Black's Tire Location [GEOTITLE] [GEOADDRESSONE] [GEOADDRESSTWO] [GEOPHON...","roadside,engine,tire,rv,brakes",yes,yes,,,,,,(919) 872-8800,yes,high
Brisbon Automotive,+1 984-209-4595,https://www.brisbonauto.com/,Raleigh,NC,"North Raleigh Auto Repair and Service | Brisbon Automotive 6508 Mt Herman Road Raleigh, North Carolina 27617 | (984) 209-4595 Book Appointment Nationw...","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(984) 209-4595,yes,medium
Choice Auto Repair,+1 919-233-0033,https://choiceautorepair.com/,Raleigh,NC,"Auto Repair in Raleigh, NC | Car Repair Near Me Skip to content Facebook Instagram 500 Nowell Road Raleigh, NC 27607 Mon-Fri: 8:00 AM - 5:30 PM (919) ...","engine,tire,rv,brakes,electrical",no,yes,,,,,,(919) 233-0033,yes,high
Classic Collision,+1 919-250-9422,https://classiccollision.com/locations/classic-collision-south-rogers/,Raleigh,NC,"Auto Body Shop in Raleigh, NC 27610 | Classic Collision South Rogers Skip to content Find a Location Repair Authorization Agent Portal Selling Your Bu...",rv,no,no,,,,,,(919) 250-9422,yes,medium
Duty Tire & Service Center,+1 919-772-6100,https://www.dutytire.net/,Raleigh,NC,Auto Repair in the Triangle Area | Duty Tire & Service Center Skip to Content Nav trigger button OUR SHOPCUSTOMER SERVICETryon RdAtlantic AveREVIEWSCu...,"roadside,tire,rv,brakes",yes,yes,,,,,,(919) 772-6100,yes,high
East Coast Fleet Service,+1 919-344-0683,https://eastcoastfleetservice.com/,Raleigh,NC,"Fleet Maintenance · Raleigh & Central NC | East Coast Fleet Service Skip to content RALEIGH, NC · DUNN, NC · MOBILE ACROSS CENTRAL NCMON–FRI 7:30AM–5P...","roadside,engine,tire,rv,brakes,electrical",yes,yes,,,,,,(919) 726-7530,yes,high
East Coast Towing,+1 919-858-2715,https://eastcoasttowing.com/,Raleigh,NC,"Heavy and Emergency Towing in Raleigh, NC | East Coast Skip to content Need Help Now? Call 919-568-5900 Google Reviews About Menu Toggle Service Area ...","roadside,engine,tire,rv",yes,yes,,,,,,(919) 568-5900,yes,high
Epic Auto Center,+1 919-876-3533,https://epicautocenter.com/,Raleigh,NC,Epic Auto Center – Automotive Excellence Toggle navigation Home About About Aftermarket Warranty Service Careers Blog Contact Makes All Makes Audi Rep...,"engine,tire,rv,brakes",yes,no,,,,,,(919) 876-3533,yes,high
Firestone Complete Auto Care,+1 919-805-3461,https://www.firestonecompleteautocare.com/north-carolina/raleigh/6000-glenwood-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,Raleigh,NC,"Tires & Auto Services at 6000 Glenwood Ave in Raleigh, NC | Firestone Complete Auto Care SEE DETAILS close Schedule an appointment Tires <Tires Shop F...","roadside,engine,cooling,tire,rv,brakes",yes,no,,,,,,(800) 752-0379,yes,high
Gower's Brake & Alignment,+1 919-834-5909,https://gowersbrakeandalignment.com/,Raleigh,NC,,,no,no,,,,,,,yes,low
HRT Performance,+1 919-833-8671,http://www.hausermachine.com/,Raleigh,NC,"Engine Rebuilds & Machine Shop Near You | Hauser Automotive Machine - Garner, NC 1445 Mechanical Blvd, Garner, NC 27529 Mon-Thu: 8:00 AM-4:30 PM | Fri...","engine,rv",no,no,,,,,,(919) 833-8671,yes,medium
Jay's Heavy Duty Repair and Towing,+1 919-977-0897,https://jaysheavyduty.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,Raleigh,NC,"Heavy Duty Repair & Towing in Raleigh, NC | Jay’s Repair Skip to content Menu HomeServicesAboutContact Heavy Duty Repair & Towing Services in Raleigh,...","roadside,engine,rv,brakes",yes,yes,,,,,,(919) 977-0897,yes,high
Joseph Motors Inc,+1 919-661-2886,https://www.josephmotorsnc.com/,Raleigh,NC,"Commercial Vehicles Box Trucks Passenger Vans For Sale 8300 Fayetteville Rd Raleigh, NC 27603 919-661-2886 Nationwide Shipping To All 50 States Site M...","engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(919) 661-2886,yes,high
Leonard Truck Outfitters,+1 919-872-4442,http://leonardusa.com/,Raleigh,NC,"Leonard Truck Outfitters × Manage Your Privacy This site uses cookies for functionality, analytics, and advertising. You can opt out of non-essential ...","roadside,tire,trailer,rv,electrical",yes,no,,,,,,(336) 415-3330,yes,high
Leonard Truck Outfitters,+1 919-329-7324,http://leonardusa.com/,Raleigh,NC,"Leonard Truck Outfitters × Manage Your Privacy This site uses cookies for functionality, analytics, and advertising. You can opt out of non-essential ...","roadside,tire,trailer,rv,electrical",yes,no,,,,,,(336) 415-3330,yes,high
MJ Brothers Auto & Truck Repair,+1 919-521-5101,https://mjbrothersautorepair.com/,Raleigh,NC,,,no,no,,,,,,,yes,low
Marvel Auto Transport,+1 833-627-8351,https://www.marvelautotransport.com/,Raleigh,NC,Nationwide Auto Transport Services | Reliable Car Shipping | Marvel top of pageMARVEL AUTO TRANSPORTCALL NOW | (833) 627-8351HOMEHOW IT WORKSTRANSPORT...,rv,no,no,,,,,,(833) 627-8351,yes,medium
Mechanics To Go,+1 919-744-4147,http://www.mobilemechanicstogo.com/,Raleigh,NC,Home | Mechanics To Go top of pageMECHANICS TO GOHomeAboutServicesContactTestimonialsMoreUse tab to navigate through the menu items.(919) 744-4147Cont...,"roadside,engine,tire,rv,brakes",yes,no,,,,,,(919) 744-4147,yes,high
Messer Transmission Inc,+1 919-834-2612,http://messertransmissioninc.com/,Raleigh,NC,"Messer Transmission Inc -Transmission Shop in Raleigh , NC , 27604 Messer Transmission Inc (919) 834-2612 (919) 834-2612 Home Gallery Reviews Coupons ...","rv,brakes",no,no,,,,,,(919) 834-2612,yes,medium
Mobile Diesel Inc,+1 919-335-4800,https://mobiledieselmedic.com/emergency-backup-diesel-engines,Raleigh,NC,"Emergency Backup Diesel Engines – Mobile Diesel Medic, Inc. Text or call 919-335-4800 Skip to content Text or call919-335-4800 Services Air Conditioni...","engine,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(919) 335-4800,yes,high
Mobile Mechanic,+1 919-514-3208,https://mobileautorepairpros.com/nc/onsite-mechanic-raleigh,Raleigh,NC,"Raleigh Mobile Mechanics | Top Rated - Mobile Auto Repair Pros Skip to content Mobile Mechanics | Mobile Auto Repair Pros Mobile Mechanics, Onsite Aut...","engine,cooling,rv,brakes,electrical",yes,no,,,,,,,yes,high
Motor Rite,+1 919-625-3667,https://motorrite.com/,Raleigh,NC,"Find Quality Parts for Sale at Motor Rite SHOP FOR ALL PRODUCTS NOW!Motor Rite, Inc.Motor Rite, Inc.","engine,trailer,rv,brakes",yes,no,,,,,,(919) 625-3667,yes,high
Murrays Tire,+1 919-821-0573,http://murraystirebargains.com/,Raleigh,NC,Murray's Tire: Your Source for Auto Tire Bargains and Repair (919) 821 0573 [email protected] Mon - Fri: 8am - 5pm • Sat: 8am - 3pm • Sun: Closed Home...,"tire,rv,brakes",no,no,,,,,,(919) 821-0573,yes,medium
Nick's Towing & roadside (( we buy cars running or not )),+1 919-771-6701,http://nickstowingandroadside.com/,Raleigh,NC,Nick's towing and roadside Skip to content (919)771-6701FacebookYelpInstagramGoogle+ nickstowinginc Home About us Services Jobs Reviews Blog Contact H...,"roadside,tire,rv,electrical",yes,yes,,,,,,(919) 771-6701,yes,high
Prime Time Mobile Detailing,+1 919-436-0143,http://primetimemobiledetail.com/,Raleigh,NC,Car Detailing Service | Ceramic Coating | Car Mold Removal Service | Prime Time Mobile Detailing top of page PTQuoteGET A QUOTEAuto DetailingBoat Deta...,"trailer,rv",yes,no,,,,,,(919) 436-0143,yes,high
RA Hitch & Truck Outfitters,+1 919-267-9595,https://rahitch.com/,Raleigh,NC,"RA Hitch & Truck Outfitters 321 Leagan Dr., Raleigh, NC 27603 (919) 267-9595 info@rahitch.","roadside,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(919) 267-9595,yes,high
Raleigh Super Mobile Truck Repair,+1 919-343-9538,http://raleighncmobiletruckrepair.com/,Raleigh,NC,"Raleigh Super Mobile Truck Repair | Mobile Truck Repair in Raleigh, NC Raleigh Super Mobile Truck RepairHomeServicesService AreasAboutContact919-343-9...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(919) 343-9538,yes,high
Red Rover Service,+1 336-499-1996,https://redroverservice.com/,Raleigh,NC,"Truck Service, Roadside Repair, Maintenance | Red Rover Service Skip to main content Hit enter to search or ESC to close Search Close Search Menu Abou...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(704) 317-6161,yes,high
Relentless Collision,+1 919-747-9165,https://www.relentlesscollision.com/relentless-collision-repair-raleigh/,Raleigh,NC,"Auto Body Shop Raleigh, NC - Collision Repair & Painting | Relentless Collision Skip to content Relentless Collision Repair Menu Home About About Us I...",rv,no,no,,,,,,(919) 747-9165,yes,medium
Russ’ Trailer Repair -Raleigh,+1 910-919-1736,http://russtrailerrepair.com/,Raleigh,NC,Home | Russ top of pageHomeServices Fleet Maintenance About UsContactContact & Service Request Request a quoteON-SITE • ROADSIDE • PRECISIONProfession...,"roadside,tire,trailer,rv,brakes,electrical",yes,no,,,,,,,yes,high
The One Stop Shop,+1 704-606-3846,https://the-1-stop-shop.com/,Raleigh,NC,"the-1-stop-shop.com Clemson, SC Clemson, SC The 1 Stop Shop | Choose Your Location Ready To Start Moving? Diesel Repair Engine & Transmission Electric...","roadside,engine,cooling,tire,rv,brakes,electrical",yes,no,,,,,,(513) 212-0320,yes,high
Top Gear Tow Truck Service,+1 984-254-3658,http://topgeartowtruckservice.biz/,Raleigh,NC,Top Gear Tow Truck Service – Things Review Skip to content Things Review Places in the USA & Canada Places Around the World Search for:Search Button g...,"roadside,tire,rv",yes,yes,,,,,,,yes,high
Trailer Hitches at U-Haul,+1 919-821-1450,https://www.uhaul.com/Locations/Trailer-Hitches-near-Raleigh-NC-27603/782050/%3Futm_source%3Dgmb%26utm_medium%3Dhitch%26utm_campaign%3Duhaulsmlm%26utm_content%3D782050,Raleigh,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
Trailer Rental at U-Haul,+1 919-876-3001,https://www.uhaul.com/Locations/Trailer-Rentals-near-Raleigh-NC-27604/782068/%3Futm_source%3Dgmb%26utm_medium%3Dtrailer%26utm_campaign%3Duhaulsmlm%26utm_content%3D782068,Raleigh,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
Trailer Rental at U-Haul,+1 919-890-0163,https://www.uhaul.com/Locations/Trailer-Rentals-near-Raleigh-NC-27615/782072/%3Futm_source%3Dgmb%26utm_medium%3Dtrailer%26utm_campaign%3Duhaulsmlm%26utm_content%3D782072,Raleigh,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
TranSource Truck & Trailer Centers,+1 919-782-8785,http://www.transourcetrucks.com/,Raleigh,NC,Commercial Truck Dealership | North Carolina | TranSource Truck & Trailer Centers Update cookies preferences × Skip to main content Free cookie consen...,"engine,trailer,rv",yes,no,,,,,,(336) 996-6060,yes,high
Triangle European,+1 919-582-7699,https://triangleeuropean.co/,Raleigh,NC,"European Auto Repair Services in Raleigh, NC | Triangle European | European Auto Shop | European Auto Maintenance | European Car Mechanic | European A...","engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,,yes,medium
Triangle Fleet Services,+1 919-659-5497,https://www.trianglefleetservices.com/,Raleigh,NC,"Commercial Truck Repair & Fleet Maintenance in Raleigh, NC | Triangle Fleet Triangle Fleet ServicesCommercial Truck Repair & FLeet Maintenance in Rale...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(919) 659-5497,yes,high
Velocity Truck Centers,+1 919-231-2900,https://www.velocitytruckcenters.com/location/raleigh,Raleigh,NC,"Velocity Truck Centers - Raleigh, formerly Carolina Freightliner Raleigh North Carolina Careers About Us Our Locations Contact Us Trucks NEW TRUCKS Co...","engine,trailer,rv",no,no,,,,,,(919) 231-2900,yes,medium
Xpress Auto Transport,+1 919-887-6515,https://www.xpressautoship.com/city/raleigh-north-carolina/,Raleigh,NC,Raleigh Auto Transport | Research Triangle Car Shipping NC Services Open Carrier Shipping Enclosed Transport Door-to-Door Military PCS Transport Snowb...,"engine,trailer,rv",yes,no,,,,,,(919) 887-6515,yes,high
TranSource Trucks- Wilmington,+1 888-494-6336,http://www.transourcetrucks.com/,Rocky Point,NC,Commercial Truck Dealership | North Carolina | TranSource Truck & Trailer Centers Update cookies preferences × Skip to main content Free cookie consen...,"engine,trailer,rv",yes,no,,,,,,(336) 996-6060,yes,high
RVRX Mobile RV Repair LLC,+1 336-692-5984,https://rvrx.net/,Rural Hall,NC,"RVRX Mobile RV Repair Service North Carolina Triad Skip to content (336) 692-5984RV Repair, RV Service, Mobile Availability RVRX Mobile RV Repair Serv...","trailer,rv,brakes,electrical",yes,no,,,,,,(336) 692-5984,yes,high
Salisbury Truck & Trailer Repair,+1 704-223-5808,https://salisburytruckandtrailerrepair.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,Salisbury,NC,"Salisbury Truck & Trailer Repair | Diesel & Semi Truck Repair Shop in Salisbury, NC Skip to content Salisbury, NC Row triangle Shape Decorative svg ad...","engine,tire,trailer,rv,brakes,electrical",no,no,,,,,,(704) 223-5808,yes,medium
NC Truck And Diesel,+1 919-934-9345,http://www.nctruckanddiesel.com/,Smithfield,NC,NC Truck & Diesel | Diesel Repairs | Tanker Testing | Roadside | Clayton NC Skip to content CALL: 919-934-9345 Login Cart / $0.00 0 No products in the...,"roadside,engine,tire,trailer,rv,brakes",yes,yes,,,,,,(919) 934-9345,yes,high
Auto Equipment Inc,+1 704-872-4116,http://www.autoequipmentinc.com/,Statesville,NC,"Auto Equipment, Inc. - Tow Trucks, Wreckers, Rollbacks & Car Carriers 800.","roadside,trailer,rv",yes,no,,,,,,(800) 737-4116,yes,high
"Carolina Industrial Trucks - Statesville, NC",+1 704-924-8523,https://www.citrucks.com/,Statesville,NC,,,no,no,,,,,,,yes,low
"Deaton Truck & Tire Service, Inc",+1 877-332-8660,https://deatonfleetsolutions.com/,Statesville,NC,Deaton is Now CS Truck and Trailer | CS Truck & Trailer Skip to content help@csrepair.com Call Us Now About Us Location Our Staff Blog News Fleet Main...,"roadside,trailer,rv",yes,no,,,,,,,yes,high
Excel Truck Group - Statesville,+1 704-252-5400,https://www.exceltruckgroup.com/locations/statesville/,Statesville,NC,Statesville North Carolina - Excel Truck Group Skip to content Facebook-square Linkedin Instagram Join Our Team Join Our Team Employee Feedback Employ...,"trailer,rv",yes,no,,,,,,(800) 849-8823,yes,high
Gallaher Fleet Solutions,+1 704-960-8951,https://www.gallaherfleetsolutions.com/,Statesville,NC,"Heavy-Duty Truck Repair Shops in Statesville & Bessemer City, NC | Gallaher Exciting News! New LocationWe're thrilled to announce the opening of our n...","engine,cooling,tire,rv,brakes,electrical",yes,no,,,,,,(704) 960-8951,yes,high
Holland Transfer Co,+1 704-872-4269,http://www.hollandtransferco.com/,Statesville,NC,"Reliable Asset-Based Trucking Services in North Carolina - Serving Statesville, Charlotte, and More — Holland Logistics, Inc. 0 Skip to Content Home A...","reefer,trailer,rv",no,no,,,,,,,yes,medium
Holland Truck & Trailer Repair LLC,+1 704-768-2961,https://www.hollandlogistics.com/truck-and-trailer-repair,Statesville,NC,"Truck & Trailer Repair | Repair & Maintenance Services in Statesville, NC and Surrounding Areas — Holland Logistics, Inc. 0 Skip to Content Home About...","roadside,engine,trailer,rv",yes,no,,,,,,(704) 768-2961,yes,high
Leonard Truck Outfitters,+1 336-515-9740,http://leonardusa.com/,Statesville,NC,"Leonard Truck Outfitters × Manage Your Privacy This site uses cookies for functionality, analytics, and advertising. You can opt out of non-essential ...","roadside,tire,trailer,rv,electrical",yes,no,,,,,,(336) 415-3330,yes,high
Mobile Auto Repair,+1 888-608-6324,https://mobileautorepair.com/,Statesville,NC,Mobile Auto Repair | Certified Mechanics That Come to You Skip to content ASE-Certified Mobile Mechanics · We Come To You Call (888) 608-6324 Home Ser...,"roadside,engine,tire,rv,brakes,electrical",yes,no,,,,,,(888) 608-6324,yes,high
Mobile Mechanic of Statesville,+1 888-391-6324,http://mobilemechanic.com/,Statesville,NC,Hire A Mobile Mechanic Now 1-888-391-MECH Get Estimate Instant Chat Auto Parts Cars For Sale Customer Reviews Blog Warranty How It Works Contact Us Lo...,"engine,rv",yes,yes,,,,,,,yes,high
Parrish Truck Tire Center,+1 704-872-6565,https://parrishtrucktires.com/,Statesville,NC,,,no,no,,,,,,,yes,low
We Do Diesels Plus,+1 704-546-2525,https://wedodieselsllc.com/,Statesville,NC,,,no,no,,,,,,,yes,low
Oliver Diesel & Auto Repair,+1 336-644-9200,http://www.oliverdieselnc.com/,Stokesdale,NC,"Diesel Truck Repair Mechanic | Greensboro, NC | Oliver Diesel & Auto Repair Diesel Truck Repair & Powerstroke Repair in Greensboro, NC ​repairservices...","engine,tire,rv,brakes,electrical",yes,no,,,,,,(336) 644-9200,yes,high
ACE ROADSIDE SERVICE,+1 828-606-5978,https://aceroadsideservice.com/,Swannanoa,NC,Home - Ace Roadside Service Skip to content 24/7 Emergency Service: (828)450-3000 HomeAboutServicesRepairsGeneratorsGL Series GeneratorsDiesel Stand B...,"roadside,engine,cooling,rv,brakes,electrical",yes,yes,,,,,,(828) 450-3000,yes,high
Valley Truck Service,+1 828-686-7003,http://www.valleytruckservice.net/,Swannanoa,NC,,,no,no,,,,,,,yes,low
NC Trailers,+1 336-475-5054,https://nctrailers.com/,Thomasville,NC,﻿ North Carolina Trailer Sales Skip to content Thomasville 336.276.,"reefer,trailer,rv",no,no,,,,,,(336) 276-0329,yes,medium
"Pure Diesel Repair, Inc.",+1 336-448-0324,https://puredieselnc.com/,Thomasville,NC,"Home - Pure Diesel, Inc. | Kernersville, NC 336-448-0324 360 Commercial Park Drive, Thomasville, NC Mon-Thur: 7:30 - 5:30 | Fri: 8:00 - 12:00 HomeAbou...","engine,cooling,rv,brakes,electrical",no,no,,,,,,(336) 448-0324,yes,medium
Thomasville Diesel Truck Service,+1 336-889-5388,http://www.thomasvillediesel.com/,Thomasville,NC,,,no,no,,,,,,,yes,low
TA Truck Service,+1 336-449-6060,https://www.ta-petro.com/,Whitsett,NC,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Trailer Labs,+1 919-628-8569,https://trailerlabs.co/,Willow Spring,NC,Professional Mobile Trailer Repairs in NC | Trailer Labs Trailer Labs Follow us: Facebook-f Linkedin-in Instagram 24/7 (Mon - Sun) matthewlaabs@traile...,"tire,trailer,rv,brakes,electrical",yes,yes,,,,,,,yes,high
Advanced Automotive & RV,+1 910-452-4661,http://www.advancedautomotiveonline.net/,Wilmington,NC,Home HomeMaintenance ServicesRV ServicesFleet ServicesTowingCustomer ReviewsFinancial PageContactHomeMaintenance ServicesRV ServicesFleet ServicesTowi...,"roadside,rv",yes,no,,,,,,(910) 452-4661,yes,high
Advanced Maintenance,+1 888-452-9206,http://advancedmaintenance.com/locations_nc_wilmington.html,Wilmington,NC,"Wilmington, NC Location | Advanced Maintenance Emergency Breakdown Info MENU SERVICES LOCATIONS OUR CUSTOMERS 24/7 BREAKDOWN FRANCHISE INFO CONTACT US...","engine,trailer,rv,brakes,electrical",yes,yes,,,,,,(910) 251-0008,yes,high
All Motors Automotive,+1 910-769-0476,http://www.allmotorsautomotive.com/,Wilmington,NC,"All Motors Automotive | Full-Service Auto Center in Wilmington, NC Skip to content (910) 769-0476 info@allmotorsautomotive.com Our Services Vehicle In...","engine,tire,rv,brakes",no,no,,,,,,(910) 769-0476,yes,medium
"Clarke Power Services, Inc.",+1 910-392-7220,https://www.clarkepowerservices.com/locations/wilmington-nc,Wilmington,NC,"Wilmington, NC Find your Power Services location About Us Locations Service, Parts, & Warranty Fleet Solutions PowerGen Government Refurbs and Gliders...","roadside,engine,tire,rv",yes,no,,,,,,(910) 392-7220,yes,high
DeMann Marine Power,+1 910-791-6222,http://demannmarine.com/,Wilmington,NC,DeMann Marine DEMANN MARINEDEMANN MARINEDEMANN MARINEDEMANN MARINEDEMANN MARINEDEMANN MARINEDEMANN MARINEDEMANN MARINEWelcome to DeMann MarineWelcome ...,"engine,rv",no,no,,,,,,(910) 791-6222,yes,medium
East Coast Autos and Trailers,+1 910-762-4555,http://www.eastcoastautosandtrailers.com/,Wilmington,NC,Home - East Coast Autos & Trailers WE OFFER 90 DAYSSAME AS CASH! WITH APPROVED CREDIT     WE OFFER 90 DAYSSAME AS CASH! WITH APPROVED CREDIT Home ...,"reefer,trailer,rv",no,no,,,,,,(910) 762-4555,yes,medium
FleetPride,+1 910-762-8761,https://branches.fleetpride.com/nc/wilmington/truckparts-wnc.html,Wilmington,NC,Heavy Duty Truck and Trailer Parts at 3234 US Highway 421 N | Wilmington FleetPride Stronger Together - FleetPride and TruckPro Announce Strategic Mer...,"engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,,yes,medium
Howard RV Center,+1 910-791-5371,http://www.hrvc.com/,Wilmington,NC,"RV Dealer in Wilmington, NC | Howard RV Center Skip to main content 6811 Market Street, Wilmington NC 910-791-5371 910-791-5371www.hrvc.","engine,tire,trailer,rv,electrical",no,no,,,,,,(910) 791-5371,yes,medium
Howard RV Center - Service Dept.,+1 910-792-6911,http://www.hrvc.com/,Wilmington,NC,"RV Dealer in Wilmington, NC | Howard RV Center Skip to main content 6811 Market Street, Wilmington NC 910-791-5371 910-791-5371www.hrvc.","engine,tire,trailer,rv,electrical",no,no,,,,,,(910) 791-5371,yes,medium
JBE Marine,+1 910-371-8528,https://www.jbemarine.com/,Wilmington,NC,JBE Marine - Pride and Purpose in Workmanship JBE MARINEJBE MARINEJBE MARINEJBE MARINEHomeServicesMeet the TeamMoreHomeServicesMeet the TeamJBE MARINE...,"roadside,engine,trailer,rv,electrical",no,no,,,,,,(910) 371-8528,yes,medium
Kennedy Automotive Services,+1 910-799-4441,http://www.kennedyautomotive.com/,Wilmington,NC,,,no,no,,,,,,,yes,low
Labriola's Automotive,+1 910-297-2590,http://labriolasauto.com/,Wilmington,NC,"Auto Repair Wilmington NC - Mechanic Near Me - Oil Change 6608-3 Windmill Way, Wilmington, NC 28405Mon – Fri | 8:00am – 5:00pmSat – Sun: ClosedHomeSer...","roadside,engine,tire,rv,brakes",no,no,,,,,,(910) 406-6636,yes,medium
Leonard Truck Outfitters,+1 910-392-4921,http://leonardusa.com/,Wilmington,NC,"Leonard Truck Outfitters × Manage Your Privacy This site uses cookies for functionality, analytics, and advertising. You can opt out of non-essential ...","roadside,tire,trailer,rv,electrical",yes,no,,,,,,(336) 415-3330,yes,high
McCarthy Tire Service,+1 910-791-0132,https://locations.mccarthytire.com/mccarthy-tire-service-c037a1fc079b,Wilmington,NC,McCarthy Tire ServiceTruck Breakdown (East Coast) call800-724-3506FIND TIRESLOCATIONSSPECIALS & COUPONSNEWS & BLOGCONTACTCOMMERCIALFLEETSOTR/INDUSTRIA...,"roadside,engine,tire,trailer,rv",yes,yes,,,,,,(800) 724-3506,yes,high
MobileTech,+1 910-769-9122,http://www.mobiletechilm.com/,Wilmington,NC,"Wilmington Auto Repair - MobileTech Wilmington Auto Repair 1338 reviews 2 LOCATIONS MobileTech - Downtown (910) 933-70093805 Market Street, Wilmington...","roadside,engine,tire,rv,brakes,electrical",yes,no,,,,,,(910) 933-7009,yes,high
MobileTech,+1 910-250-4060,http://www.mobiletechilm.com/,Wilmington,NC,"Wilmington Auto Repair - MobileTech Wilmington Auto Repair 1338 reviews 2 LOCATIONS MobileTech - Downtown (910) 933-70093805 Market Street, Wilmington...","roadside,engine,tire,rv,brakes,electrical",yes,no,,,,,,(910) 933-7009,yes,high
Mud Dog Trailers,+1 910-759-6222,http://www.muddogtrailers.com/contact,Wilmington,NC,"Contact Us - Pressure Washing Trailers - Mud Dog Trailers Learn About the Benefits Financing. Learn More Proudly owned, operated and manufactured in t...","engine,trailer,rv",no,no,,,,,,(910) 759-6222,yes,medium
PERFORMANCE PARTS PLUS,+1 910-518-5337,https://www.3pfleet.com/,Wilmington,NC,,,no,no,,,,,,,yes,low
Picone Automotive,+1 910-815-0029,https://piconeautomotive.com/,Wilmington,NC,"Home - Picone Automotive (910) 815-0029 | (910) 232-1479 Mon-Fri: 7:30AM–5PM 3006 Commerce Rd, Wilmington, NC 28405 Toggle navigation Home Fleet Servi...","engine,tire,rv,brakes",no,no,,,,,,(910) 815-0029,yes,medium
Pinnacle Trailer Sales Inc,+1 910-342-0445,https://www.pinnacletrailers.com/,Wilmington,NC,Pinnacle Trailers | Trailers For Sale | Request a Quote Today Skip to content Pinnacle Difference About Us MVP Assessment Anniversary Timeline Blog Lo...,"tire,trailer,rv,brakes",no,yes,,,,,,(833) 605-0960,yes,high
Port Diesel,+1 910-274-5577,https://www.portdiesel.com/,Wilmington,NC,portdiesel.com – Port Diesel Skip to content Your cart is empty Continue shopping Have an account? Log in to check out faster.,"engine,cooling,rv,electrical",no,no,,,,,,,yes,medium
"Specialized Mechanical Services, Inc",+1 910-620-3212,https://www.specializedmechanical.com/,Wilmington,NC,SPECIALIZED MECHANICAL SERVICES 0 Skip to Content Open Menu Close Menu Open Menu Close Menu Wilmington NC’s PremiereVolvo Penta and Yanmar Specialists...,"roadside,engine,rv",no,no,,,,,,(910) 620-3212,yes,medium
"The Car Guys - Wilmington, NC - Auto Repair",+1 910-399-8042,https://www.thecarguys.us/,Wilmington,NC,Nevada and North Carolina Auto Repair - The Car Guys NOW OPEN - Market Street Location! Nevada and North Carolina Auto Repair 3231 reviews Request anA...,"engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(702) 259-2600,yes,medium
Velocity Truck Centers,+1 910-763-6281,http://www.velocitytruckcenters.com/,Wilmington,NC,Velocity Truck Centers dealerships | Velocity Truck Centers Velocity Truck Centers Careers About Us Our Locations Contact Us Trucks NEW TRUCKS Commerc...,"engine,trailer,rv",no,no,,,,,,(205) 582-4111,yes,medium
